MOVEMENT_ID,mean_coordinate
1595,[-118.47728847   33.99379461]
1596,[-118.47372571   33.98657493]
1597,[-118.46031265   33.99327485]
1598,[-118.45394173   33.99807227]
1599,[-118.45227185   33.9915214 ]
1600,[-118.46556282   33.98435545]
1601,[-118.44951993   33.98775219]
1602,[-118.45871786   33.96781456]
1603,[-118.4028013    33.99954463]
1604,[-118.40971793   33.99611305]
1605,[-118.41971995   33.99691923]
1606,[-118.4333898    33.98178549]
1607,[-118.42327659   33.98659759]
1608,[-118.43794715   33.99105815]
1609,[-118.41141229   33.99200726]
1610,[-118.41227918   33.97969893]
1611,[-118.40441694   33.98575916]
1612,[-118.38796135   33.97414906]
1613,[-118.37456657   33.97741152]
1614,[-118.40817276   33.96678068]
1615,[-118.42055046   33.96477984]
1616,[-118.4338734    33.96438126]
1617,[-118.43542966   33.95570998]
1618,[-118.42470881   33.95647162]
1619,[-118.39952866   33.97162164]
1620,[-118.37594593   33.96528024]
1621,[-118.38023342   33.9547964 ]
1622,[-118.37536539   33.94883622]
1623,[-118.39761413   33.95460913]
1624,[-118.44978614   33.95998535]
1625,[-118.28385507   33.92099237]
1626,[-118.28554036   33.9132065 ]
1627,[-118.28768097   33.89825691]
1628,[-118.28857029   33.89239576]
1629,[-118.286246     33.87362266]
1630,[-118.29180326   33.86659113]
1631,[-118.29827213   33.8451638 ]
1632,[-118.30297808   33.83431689]
1633,[-118.30054817   33.8206583 ]
1634,[-118.30288826   33.80845792]
1635,[-118.30472672   33.80488821]
1636,[-118.303373   33.791552]
1637,[-118.30457634   33.78169004]
1638,[-118.30510978   33.78740978]
1639,[-118.26024189   33.79904073]
1640,[-118.24806484   33.79546508]
1641,[-118.2699982   33.7972526]
1642,[-118.2815313    33.79369563]
1643,[-118.28063268   33.78727781]
1644,[-118.286931    33.7936343]
1645,[-118.29669181   33.78879628]
1646,[-118.27140382   33.78572873]
1647,[-118.2669756   33.7872312]
1648,[-118.25480277   33.78751897]
1649,[-118.25066849   33.78726038]
1650,[-118.25168889   33.77789092]
1651,[-118.27114      33.78049317]
1652,[-118.2659926   33.7793259]
1653,[-118.26406708   33.76909169]
1654,[-118.27988467   33.77141684]
1655,[-118.29416347   33.76041253]
1656,[-118.2841855    33.74933189]
1657,[-118.28152463   33.74125825]
1658,[-118.29856045   33.75470095]
1659,[-118.31558362   33.73977706]
1660,[-118.30335228   33.74463185]
1661,[-118.29101771   33.74982683]
1662,[-118.29211255   33.74041155]
1663,[-118.291957     33.73044236]
1664,[-118.2960883   33.7351394]
1665,[-118.31381698   33.73489148]
1666,[-118.28337025   33.73431887]
1667,[-118.28525889   33.72569254]
1668,[-118.290789     33.72332271]
1669,[-118.29778811   33.72347144]
1670,[-118.31541826   33.71723981]
1671,[-118.32135601   33.72290204]
1672,[-118.30031817   33.71093029]
1673,[-118.28703954   33.71075458]
1674,[-118.29152525   33.71581128]
1675,[-118.15836912   34.0986235 ]
1676,[-118.1557638   34.0986163]
1677,[-118.2624875   33.804584 ]
1678,[-118.29163125   33.90969975]
1679,[-118.3848066   34.0935696]
1680,[-118.45901967   34.06245459]
1681,[-118.45605643   34.00990171]
1682,[-118.64366025   34.16658369]
1683,[-118.40055435   34.29051513]
1684,[-118.63226819   34.16680712]
1685,[-118.49484912   34.21238753]
1686,[-118.31193171   34.13160366]
1687,[-118.23903982   34.07916592]
1688,[-118.23664626   33.7923235 ]
1689,[-118.2950839    33.77833212]
1690,[-118.53067983   34.09368132]
1691,[-118.30597717   34.22977666]
1692,[-118.36380753   34.2667643 ]
1693,[-118.48885842   34.3032528 ]
1694,[-118.62995531   34.23432578]
1695,[-118.48318614   34.17100295]
1696,[-118.28809008   34.2733324 ]
1697,[-118.42336888   33.94087088]
1698,[-118.27773979   33.73551919]
1699,[-118.18277219   33.92102066]
1700,[-118.19072106   33.93140304]
1701,[-118.19475255   33.92341844]
1702,[-118.21424753   33.94058879]
1703,[-118.20491915   33.93346675]
1704,[-118.20303371   33.92830932]
1705,[-118.22170129   33.93474839]
1706,[-118.21967078   33.92366349]
1707,[-118.21348578   33.91763146]
1708,[-118.20111056   33.91567302]
1709,[-118.19501977   33.91237121]
1710,[-118.18488681   33.90800077]
1711,[-118.67225393   34.03809095]
1712,[-118.6172417    34.03975775]
1713,[-118.4210467    33.90217643]
1714,[-118.40696836   33.89787446]
1715,[-118.4000692    33.89195198]
1716,[-118.41496099   33.8917319 ]
1717,[-118.39039202   33.89476245]
1718,[-118.38700977   33.87959099]
1719,[-118.39990912   33.88359794]
1720,[-118.40893132   33.88043394]
1721,[-118.1733225    33.98625739]
1722,[-118.20274141   33.99189743]
1723,[-118.1932457    33.99393224]
1724,[-118.19547951   33.98929264]
1725,[-118.18722917   33.98873787]
1726,[-118.18183173   33.98906904]
1727,[-118.18120345   33.98353014]
1728,[-118.17504806   33.98452066]
1729,[-117.99399975   34.16600654]
1730,[-118.00188154   34.1556358 ]
1731,[-118.01065234   34.14031425]
1732,[-118.01410564   34.13391205]
1733,[-118.00093622   34.14900398]
1734,[-117.98386745   34.14503512]
1735,[-117.9955848    34.13505322]
1736,[-117.98867454   34.13105088]
1737,[-118.00542303   34.1289737 ]
1738,[-118.00669125   34.11245434]
1739,[-118.0941587    34.04143603]
1740,[-118.08864233   34.03001085]
1741,[-118.08751331   34.02196454]
1742,[-118.1077181    34.02941586]
1743,[-118.11234774   34.0199592 ]
1744,[-118.10054058   34.0124961 ]
1745,[-118.11309943   34.01541317]
1746,[-118.13505838   34.02517164]
1747,[-118.12634669   34.02722511]
1748,[-118.13001107   34.01980378]
1749,[-118.13042138   34.01518294]
1750,[-118.12948889   34.01419644]
1751,[-118.12515648   34.00612813]
1752,[-118.11723058   34.00257496]
1753,[-118.10508846   34.0047489 ]
1754,[-118.11049688   33.9961911 ]
1755,[-118.12248477   33.9872567 ]
1756,[-118.12010915   34.06550174]
1757,[-118.10959973   34.06754916]
1758,[-118.12959012   34.06741275]
1759,[-118.12874743   34.06434986]
1760,[-118.15811338   34.05528555]
1761,[-118.14790714   34.0488066 ]
1762,[-118.13909074   34.05883971]
1763,[-118.13227331   34.04970164]
1764,[-118.12233921   34.05827176]
1765,[-118.11244847   34.05840403]
1766,[-118.11390298   34.04849873]
1767,[-118.13811197   34.04037746]
1768,[-118.13388917   34.04181381]
1769,[-118.11516446   34.03631878]
1770,[-118.15242317   34.03803105]
1771,[-118.08896191   33.93049491]
1772,[-118.06790877   33.92320013]
1773,[-118.07441618   33.92436602]
1774,[-118.08360569   33.92757271]
1775,[-118.09271555   33.92162592]
1776,[-118.09748372   33.92462468]
1777,[-118.1049893    33.90943009]
1778,[-118.09471497   33.91164836]
1779,[-118.08626927   33.911992  ]
1780,[-118.08660765   33.90637371]
1781,[-118.07387104   33.90907895]
1782,[-118.06318653   33.91264343]
1783,[-118.0586229    33.90646433]
1784,[-118.05090012   33.89913495]
1785,[-118.0762795    33.89162508]
1786,[-118.06404115   33.89134243]
1787,[-118.07337203   33.89879415]
1788,[-118.09094483   33.89772771]
1789,[-118.0917493    33.89242295]
1790,[-118.1038304    33.89306996]
1791,[-118.0875706    33.88335365]
1792,[-118.07474896   33.884547  ]
1793,[-118.39491433   33.79685582]
1794,[-118.40485093   33.78694638]
1795,[-118.41714115   33.77410311]
1796,[-118.17853405   33.91480452]
1797,[-118.18731967   33.90020133]
1798,[-118.18665733   33.89556972]
1799,[-118.14966895   33.90049027]
1800,[-118.15446804   33.91292925]
1801,[-118.15426987   33.90749154]
1802,[-118.17099577   33.9096762 ]
1803,[-118.16508073   33.91090149]
1804,[-118.18192211   33.90612595]
1805,[-118.18218057   33.89645608]
1806,[-118.17016549   33.89266253]
1807,[-118.17448436   33.88706153]
1808,[-118.15016544   33.89352441]
1809,[-118.15170908   33.884764  ]
1810,[-118.16621759   34.1256601 ]
1811,[-118.07879767   34.17167453]
1812,[-118.0992941    34.18338864]
1813,[-118.17548967   34.20419211]
1814,[-118.17726051   34.16517255]
1815,[-118.1661102    34.17863488]
1816,[-118.11315683   34.169757  ]
1817,[-118.12368452   34.17342657]
1818,[-118.13725563   34.17429984]
1819,[-118.14606365   34.1770462 ]
1820,[-118.15886373   34.16122818]
1821,[-118.16330189   34.15868384]
1822,[-118.14980484   34.15417496]
1823,[-118.14948823   34.14911746]
1824,[-118.14316679   34.16408211]
1825,[-118.14855507   34.16147414]
1826,[-118.13598535   34.16189062]
1827,[-118.13751823   34.15555496]
1828,[-118.13717745   34.1490389 ]
1829,[-118.12800732   34.15454936]
1830,[-118.12604178   34.15028326]
1831,[-118.12852019   34.16430644]
1832,[-118.09637314   34.16729486]
1833,[-118.1106609    34.16051433]
1834,[-118.11049698   34.15392742]
1835,[-118.10510337   34.15390513]
1836,[-118.08904901   34.15401593]
1837,[-118.07612547   34.15304007]
1838,[-118.08069003   34.1468645 ]
1839,[-118.08972176   34.13975427]
1840,[-118.11081274   34.1389997 ]
1841,[-118.12655478   34.13631083]
1842,[-118.13703936   34.1408445 ]
1843,[-118.1454642    34.14155948]
1844,[-118.16185261   34.14120678]
1845,[-118.1743381    34.13454674]
1846,[-118.16160911   34.12856324]
1847,[-118.13690503   34.12491597]
1848,[-118.05574418   34.021349  ]
1849,[-118.05095334   34.02251555]
1850,[-118.07723157   34.00347294]
1851,[-118.06501172   34.01000688]
1852,[-118.07378682   34.01488225]
1853,[-118.08257833   34.01622755]
1854,[-118.08750986   34.00755717]
1855,[-118.09812934   33.99564677]
1856,[-118.08656738   33.98468612]
1857,[-118.08135504   33.99452443]
1858,[-118.07343922   33.99093519]
1859,[-118.0706671   33.9948823]
1860,[-118.07620971   33.98477895]
1861,[-118.0877111    33.96914268]
1862,[-118.09635643   33.9760687 ]
1863,[-118.09071833   33.97208049]
1864,[-118.11091563   33.97842169]
1865,[-118.09478733   33.96202667]
1866,[-118.10202427   33.96556338]
1867,[-117.81201694   34.0512822 ]
1868,[-118.36677814   33.77610059]
1869,[-118.3705655   33.7657048]
1870,[-118.38576643   33.77363465]
1871,[-118.37511821   33.78530903]
1872,[-118.39683944   33.7679271 ]
1873,[-118.40648371   33.75689579]
1874,[-118.3560094   33.7562226]
1875,[-118.36672271   33.73977623]
1876,[-118.31167903   33.7645434 ]
1877,[-118.3291569    33.74288651]
1878,[-118.36850669   33.88870526]
1879,[-118.36733732   33.87631005]
1880,[-118.37539347   33.87653103]
1881,[-118.35909093   33.86936607]
1882,[-118.36376453   33.86224019]
1883,[-118.38489414   33.86997946]
1884,[-118.37953759   33.86054064]
1885,[-118.38368957   33.85060455]
1886,[-118.39609399   33.8455856 ]
1887,[-118.38032049   33.8334221 ]
1888,[-118.38823705   33.83567265]
1889,[-118.38821547   33.82029325]
1890,[-118.37906463   33.8238195 ]
1891,[-118.34708847   33.76395804]
1892,[-118.33299659   33.77823728]
1893,[-118.36017697   33.78463704]
1894,[-118.36658174   33.77297712]
1895,[-118.37991003   33.77389164]
1896,[-118.3868687    33.76222716]
1897,[-118.373363     33.77895426]
1898,[-118.32721505   33.76929452]
1899,[-118.08293828   34.08730883]
1900,[-118.0717486   34.0870469]
1901,[-118.070072     34.07699859]
1902,[-118.05874908   34.07912624]
1903,[-118.07285029   34.06627075]
1904,[-118.07355779   34.05964755]
1905,[-118.08320954   34.07664628]
1906,[-118.10029944   34.07018877]
1907,[-118.10092077   34.06457425]
1908,[-118.08684739   34.06814584]
1909,[-118.08274652   34.0479166 ]
1910,[-118.104007     34.05954139]
1911,[-118.09520318   34.05844   ]
1912,[-118.10313958   34.054671  ]
1913,[-118.08602704   34.0400866 ]
1914,[-118.08100191   34.03665628]
1915,[-117.82866074   34.11170721]
1916,[-117.80629425   34.07475392]
1917,[-117.81570633   34.08486326]
1918,[-117.8287982    34.09556641]
1919,[-117.84729842   34.08769754]
1920,[-117.84047894   34.10016506]
1921,[-118.42880755   34.29404609]
1922,[-118.43798978   34.28479853]
1923,[-118.4342153    34.28989853]
1924,[-118.44649753   34.28391869]
1925,[-118.09069388   34.11424437]
1926,[-118.08445412   34.105678  ]
1927,[-118.11309559   34.10869839]
1928,[-118.09684279   34.1086937 ]
1929,[-118.10887893   34.0988043 ]
1930,[-118.09366733   34.09964878]
1931,[-118.09744436   34.09406392]
1932,[-118.0843008   34.0989408]
1933,[-118.1048734    34.08369973]
1934,[-118.09197822   34.08134185]
1935,[-118.11060931   34.0946595 ]
1936,[-118.0975576    34.07361118]
1937,[-118.12073533   34.12001976]
1938,[-118.09887206   34.12670092]
1939,[-118.0726838    33.97380778]
1940,[-118.07362218   33.97100668]
1941,[-118.06842379   33.96674661]
1942,[-118.07072073   33.95788252]
1943,[-118.09116224   33.9413783 ]
1944,[-118.06599858   33.92964185]
1945,[-118.04495973   33.94022127]
1946,[-118.05176935   33.94340307]
1947,[-118.04719552   33.92902063]
1948,[-118.0481292    33.90406126]
1949,[-118.08277758   33.93362963]
1950,[-118.09407051   33.93735192]
1951,[-118.45671642   34.009672  ]
1952,[-118.49269969   34.04178754]
1953,[-118.48994619   34.03362869]
1954,[-118.498119     34.02738347]
1955,[-118.50804415   34.03077266]
1956,[-118.5023097    34.02026397]
1957,[-118.49033473   34.02770316]
1958,[-118.48770146   34.02504705]
1959,[-118.47993852   34.0403444 ]
1960,[-118.47569004   34.03442085]
1961,[-118.47232534   34.03183011]
1962,[-118.48447368   34.02258842]
1963,[-118.46521487   34.02702613]
1964,[-118.4777099    34.01825575]
1965,[-118.49437672   34.01242423]
1966,[-118.48520525   34.00637404]
1967,[-118.48051008   33.99991803]
1968,[-118.47325325   34.01427089]
1969,[-118.46844964   34.00759186]
1970,[-118.45863941   34.01910219]
1971,[-118.04604294   34.1710923 ]
1972,[-118.05616529   34.16293106]
1973,[-118.17929191   33.81391139]
1974,[-118.16598332   33.80034308]
1975,[-118.15836744   33.79597843]
1976,[-118.17832     33.8042985]
1977,[-118.06729779   34.06408164]
1978,[-118.06433043   34.06330664]
1979,[-118.04268341   34.05802424]
1980,[-118.03738973   34.05662518]
1981,[-118.06666167   34.05755938]
1982,[-118.04851421   34.05513306]
1983,[-118.05678761   34.05870747]
1984,[-118.05619799   34.04778592]
1985,[-118.03574246   34.04909633]
1986,[-118.04589496   34.03748068]
1987,[-118.03008871   34.04658807]
1988,[-118.02783257   34.04611905]
1989,[-118.03400727   34.040493  ]
1990,[-118.22296418   33.96207853]
1991,[-118.21532697   33.96116416]
1992,[-118.21478665   33.95527719]
1993,[-118.22374281   33.9566571 ]
1994,[-118.22473595   33.95066451]
1995,[-118.21670084   33.94860768]
1996,[-118.22485355   33.94776431]
1997,[-118.21862709   33.94115866]
1998,[-118.2039076    33.95994731]
1999,[-118.20464209   33.95452931]
2000,[-118.20781339   33.94069007]
2001,[-118.20999496   33.9479506 ]
2002,[-118.20285215   33.94753609]
2003,[-118.19467398   33.94601393]
2004,[-118.19591406   33.9390067 ]
2005,[-118.19121865   33.95570908]
2006,[-118.16476358   33.9433714 ]
2007,[-118.18421167   33.94362954]
2008,[-118.17982676   33.94446797]
2009,[-118.16619742   33.91951767]
2010,[-118.1776045   34.1104545]
2011,[-118.14554175   34.11014686]
2012,[-118.15858277   34.11819608]
2013,[-118.1664498    34.10746788]
2014,[-118.16230165   34.10827782]
2015,[-118.15508201   34.10732695]
2016,[-118.03330785   34.10082894]
2017,[-118.02897914   34.10316643]
2018,[-118.06385504   34.11698429]
2019,[-118.05954958   34.11019927]
2020,[-118.05199656   34.10200904]
2021,[-118.04217597   34.09541222]
2022,[-118.05679611   34.09139087]
2023,[-118.0708307    34.11673944]
2024,[-118.07216047   34.10883718]
2025,[-118.07910476   34.10733759]
2026,[-118.07132083   34.09877427]
2027,[-118.07567403   34.09972648]
2028,[-118.3114485    33.87289019]
2029,[-118.31932102   33.87811839]
2030,[-118.3383753    33.87576163]
2031,[-118.32990035   33.87692014]
2032,[-118.31738365   33.86744872]
2033,[-118.33203134   33.869256  ]
2034,[-118.33357893   33.86461315]
2035,[-118.34893658   33.86663193]
2036,[-118.3430402    33.84460539]
2037,[-118.35981142   33.85409002]
2038,[-118.36857547   33.85260679]
2039,[-118.36071758   33.8427264 ]
2040,[-118.37011926   33.84274427]
2041,[-118.34896679   33.84002153]
2042,[-118.34849313   33.84593135]
2043,[-118.35331417   33.83060141]
2044,[-118.36745114   33.83201053]
2045,[-118.33548854   33.82648442]
2046,[-118.31565894   33.83687204]
2047,[-118.31912093   33.82427634]
2048,[-118.31265025   33.81146533]
2049,[-118.32504365   33.81475878]
2050,[-118.33697111   33.81043933]
2051,[-118.34530635   33.82041666]
2052,[-118.36774017   33.82116169]
2053,[-118.35451954   33.82233859]
2054,[-118.35931311   33.81249902]
2055,[-118.36653026   33.80541078]
2056,[-118.38435891   33.81164103]
2057,[-118.33178474   33.78798353]
2058,[-118.35023181   33.79901334]
2059,[-118.32979947   33.85503462]
2060,[-118.1741646   34.0013024]
2061,[-118.17660301   33.99331969]
2062,[-118.2089863    34.00074545]
2063,[-117.82938916   34.04164504]
2064,[-117.87124138   34.01479256]
2065,[-117.85628403   34.01765837]
2066,[-117.84297474   34.03292298]
2067,[-117.85366783   34.02848845]
2068,[-117.8485266    34.05349978]
2069,[-117.85623433   34.04435061]
2070,[-117.87019962   34.03581035]
2071,[-117.88193047   34.02670149]
2072,[-117.85008223   34.05795573]
2073,[-117.86439441   34.068238  ]
2074,[-117.86758253   34.07225523]
2075,[-117.94188604   34.08782522]
2076,[-117.94502425   34.07671763]
2077,[-117.93522792   34.08785375]
2078,[-117.92737014   34.07995905]
2079,[-117.91619824   34.08094578]
2080,[-117.89804263   34.07640281]
2081,[-117.8735568    34.05888121]
2082,[-117.89826722   34.05742703]
2083,[-117.89909      34.06939826]
2084,[-117.89790924   34.06553454]
2085,[-117.92007177   34.06611421]
2086,[-117.91658202   34.05489235]
2087,[-117.93194464   34.05343989]
2088,[-117.94547543   34.0552299 ]
2089,[-117.93646314   34.06729147]
2090,[-117.95440308   34.06620809]
2091,[-117.96254518   34.06370241]
2092,[-117.96062532   34.06086145]
2093,[-117.95634804   34.05139915]
2094,[-117.91554883   34.03146192]
2095,[-117.92323597   34.04004566]
2096,[-117.91583064   34.04390227]
2097,[-117.91576905   34.03902368]
2098,[-117.89365873   34.0510314 ]
2099,[-117.90174038   34.03251129]
2100,[-117.90839889   34.02365067]
2101,[-117.89818917   34.02209941]
2102,[-117.89783202   34.01728623]
2103,[-117.8751469    34.00798446]
2104,[-117.88361993   34.00478544]
2105,[-117.88976452   34.00583782]
2106,[-118.35196152   34.09139217]
2107,[-118.35179363   34.08993829]
2108,[-118.36578606   34.09247796]
2109,[-118.37279253   34.09243982]
2110,[-118.38068395   34.08116623]
2111,[-118.38792886   34.08807885]
2112,[-118.38020222   34.09042822]
2113,[-117.99408433   33.98217133]
2114,[-118.05471474   34.0273813 ]
2115,[-117.97993407   33.94651517]
2116,[-117.99477843   33.96145146]
2117,[-118.03241466   34.00313921]
2118,[-118.07115711   33.99372978]
2119,[-118.06436702   33.98718557]
2120,[-118.06418596   33.9975707 ]
2121,[-118.05455216   33.99198386]
2122,[-118.04963457   33.98255307]
2123,[-118.03936402   33.99623048]
2124,[-118.03596962   33.98623011]
2125,[-118.03596131   33.98001022]
2126,[-118.01196498   33.97405289]
2127,[-118.02146463   33.96329165]
2128,[-118.02918612   33.966837  ]
2129,[-118.04133314   33.97113645]
2130,[-118.0343503   33.9691337]
2131,[-118.02664072   33.95557272]
2132,[-118.04019528   33.96376276]
2133,[-118.04825532   33.96205238]
2134,[-118.034748     33.95379132]
2135,[-118.0479224    33.97104356]
2136,[-118.05528888   33.96159788]
2137,[-118.04776463   33.9546434 ]
2138,[-118.01509254   33.94911208]
2139,[-117.98515199   33.93632547]
2140,[-117.99809211   33.94183132]
2141,[-118.00214981   33.93649956]
2142,[-117.99763493   33.93288479]
2143,[-117.98196747   33.92858324]
2144,[-118.36580732   34.28615801]
2145,[-118.36819811   34.2928967 ]
2146,[-118.40497867   34.287777  ]
2147,[-118.40092591   34.32805041]
2148,[-118.3577524   34.0759456]
2149,[-118.3639024    34.00363837]
2150,[-118.41586574   34.109339  ]
2151,[-118.416565     34.11146012]
2152,[-118.45828017   33.97470817]
2153,[-118.411608   33.982572]
2154,[-118.45335496   33.95559248]
2155,[-118.2981154   33.8519296]
2156,[-118.31700521   33.7146981 ]
2157,[-118.32642355   33.71884697]
2158,[-118.30127481   33.70901005]
2159,[-118.28525564   33.7061867 ]
2160,[-118.23560427   34.24066395]
2161,[-118.23833125   34.2296199 ]
2162,[-118.24030189   34.219918  ]
2163,[-118.22724213   34.21036835]
2164,[-118.35094415   34.13658465]
2165,[-117.84197424   34.16224818]
2166,[-117.90375044   34.15338678]
2167,[-117.8843132    34.14160712]
2168,[-117.88028364   34.14393644]
2169,[-117.83637818   34.06940079]
2170,[-117.83421479   34.08923539]
2171,[-117.82829647   34.09165367]
2172,[-117.8171969    34.05909112]
2173,[-117.86674326   33.99312414]
2174,[-117.86100605   33.98238063]
2175,[-117.83205574   34.02816108]
2176,[-117.82560232   33.95697438]
2177,[-117.8348265   34.0507507]
2178,[-117.85410419   34.06184217]
2179,[-117.85205679   34.07423812]
2180,[-117.85588418   34.09855582]
2181,[-117.84733015   34.09363122]
2182,[-117.87171      34.09690356]
2183,[-117.87031365   34.08334876]
2184,[-117.86709934   34.10285388]
2185,[-117.84598029   34.10318704]
2186,[-117.87917989   34.1239893 ]
2187,[-117.88409823   34.11270067]
2188,[-117.89487851   34.11764221]
2189,[-117.89018733   34.12275917]
2190,[-117.88665511   34.1244326 ]
2191,[-117.91872621   34.11000815]
2192,[-117.91300074   34.11158009]
2193,[-117.90191921   34.11145683]
2194,[-117.9967542   34.0619655]
2195,[-117.93975259   34.08610359]
2196,[-117.93213095   34.09206136]
2197,[-117.93021181   34.08540576]
2198,[-117.92163      34.09581409]
2199,[-117.91487366   34.09494886]
2200,[-117.91813289   34.10397987]
2201,[-117.896694     34.10023355]
2202,[-117.9009811    34.09639772]
2203,[-117.8984126   34.0934852]
2204,[-117.86766679   34.05888835]
2205,[-117.91934161   34.05099833]
2206,[-117.93168887   34.049775  ]
2207,[-117.96984736   34.05822343]
2208,[-117.96584187   34.05475556]
2209,[-117.9763527    34.06207926]
2210,[-117.98401584   34.0534447 ]
2211,[-117.95766957   34.0437791 ]
2212,[-117.9605331    34.04025194]
2213,[-117.9451619    34.04489503]
2214,[-117.93736415   34.04332476]
2215,[-117.92034884   34.02999362]
2216,[-117.93134298   34.03115671]
2217,[-117.92980053   34.04111341]
2218,[-117.91988705   34.04693773]
2219,[-117.9150986    34.02541147]
2220,[-117.88289907   34.00855307]
2221,[-117.91737086   34.01863283]
2222,[-117.91265658   34.0126556 ]
2223,[-117.90291148   34.00950754]
2224,[-117.89276829   34.00930853]
2225,[-117.98208355   34.03262382]
2226,[-117.89967172   33.99156682]
2227,[-117.88099799   33.99315531]
2228,[-117.99787842   34.04694383]
2229,[-118.01695965   34.03892909]
2230,[-118.00762062   34.03309585]
2231,[-117.98025082   34.01826383]
2232,[-117.9972239    34.00511067]
2233,[-117.96808698   34.01145781]
2234,[-117.9894443    33.99069892]
2235,[-117.97059237   33.99812025]
2236,[-117.98360949   34.00224781]
2237,[-117.93772208   33.99570842]
2238,[-117.95026177   33.99364114]
2239,[-117.96336561   33.9891395 ]
2240,[-117.91980649   33.98344023]
2241,[-117.92242251   33.97781413]
2242,[-117.94634638   33.98338065]
2243,[-117.95988034   33.97963362]
2244,[-117.95684639   34.00703997]
2245,[-117.95840115   33.99837294]
2246,[-117.8845628   33.965556 ]
2247,[-117.89359098   33.98001057]
2248,[-117.87898775   33.98201913]
2249,[-117.86835735   33.97613828]
2250,[-117.90097584   33.97178491]
2251,[-117.89945964   33.97805115]
2252,[-117.90363013   33.98434599]
2253,[-117.96758832   34.14610455]
2254,[-117.99941222   34.12538896]
2255,[-117.99506612   34.12234448]
2256,[-118.00638402   34.12565929]
2257,[-118.00953983   34.11361147]
2258,[-118.0244286    34.10182979]
2259,[-118.06245414   34.12191131]
2260,[-118.06038336   34.06360695]
2261,[-118.07046028   34.05393788]
2262,[-118.06254301   34.04585814]
2263,[-118.0582669    34.03267094]
2264,[-118.02587157   34.04215557]
2265,[-118.02895864   34.04249245]
2266,[-118.08171337   34.17438563]
2267,[-118.11042007   34.18883268]
2268,[-118.1381756    34.19991317]
2269,[-118.15749682   34.20758388]
2270,[-118.15943415   34.19519649]
2271,[-118.17811522   34.21819922]
2272,[-118.22793876   34.22389498]
2273,[-118.16600355   34.187062  ]
2274,[-118.14194426   34.18578812]
2275,[-118.10868278   34.18016231]
2276,[-118.11347409   34.17430607]
2277,[-118.13196471   34.17700886]
2278,[-118.10336418   34.16812379]
2279,[-118.07020536   34.13875714]
2280,[-118.08337275   34.13872296]
2281,[-118.10308898   34.13927614]
2282,[-118.08768891   34.12324552]
2283,[-118.07394228   34.12749156]
2284,[-118.07473114   34.11734546]
2285,[-118.08653106   34.10647728]
2286,[-118.08817718   34.09609364]
2287,[-118.08072712   34.09757591]
2288,[-118.07723805   34.04188049]
2289,[-118.10013859   34.05013317]
2290,[-118.09473891   34.04439141]
2291,[-117.95946314   33.94862083]
2292,[-117.97006918   33.97337973]
2293,[-117.98179947   33.97562413]
2294,[-118.04055965   34.00871496]
2295,[-118.06109448   34.0082161 ]
2296,[-118.07694747   34.0185094 ]
2297,[-118.08074755   34.01836499]
2298,[-118.06965531   33.98993318]
2299,[-118.06082948   33.98214585]
2300,[-118.06527078   34.00013656]
2301,[-118.05165925   33.98156942]
2302,[-118.01373667   33.99637065]
2303,[-118.01154852   33.99293787]
2304,[-118.03569589   33.95109517]
2305,[-118.05655505   33.97445639]
2306,[-118.07130962   33.97635393]
2307,[-118.0783075    33.96746932]
2308,[-118.0689017    33.96861623]
2309,[-118.04192939   33.94681784]
2310,[-118.04525135   33.93546814]
2311,[-118.05007128   33.92504502]
2312,[-118.04078815   33.92908197]
2313,[-118.04262861   33.92062502]
2314,[-118.03399398   33.92579455]
2315,[-118.0223558   33.9217662]
2316,[-118.02701213   33.93216305]
2317,[-118.03436102   33.93903624]
2318,[-118.0221841    33.94117222]
2319,[-118.01445017   33.93240305]
2320,[-118.00668853   33.93163383]
2321,[-117.99439132   33.9270533 ]
2322,[-117.98533402   33.92457221]
2323,[-118.07331773   34.03123109]
2324,[-118.14352407   34.02763869]
2325,[-118.154077    34.0310335]
2326,[-118.14648676   34.02855222]
2327,[-118.15581288   34.0368633 ]
2328,[-118.1656148    34.03844967]
2329,[-118.17549635   34.05189912]
2330,[-118.17224931   34.05336362]
2331,[-118.17989454   34.05956937]
2332,[-118.18543084   34.05184364]
2333,[-118.18204454   34.05202271]
2334,[-118.1883921    34.04340668]
2335,[-118.18060483   34.04613823]
2336,[-118.1742793    34.04218764]
2337,[-118.188571     34.03592706]
2338,[-118.1810411    34.03645061]
2339,[-118.1847429    34.03054295]
2340,[-118.18494974   34.02589406]
2341,[-118.18112519   34.02170223]
2342,[-118.18273991   34.01718148]
2343,[-118.17129926   34.01990771]
2344,[-118.17487986   34.02984745]
2345,[-118.16723063   34.02874376]
2346,[-118.16450845   34.01850171]
2347,[-118.16215628   34.0309118 ]
2348,[-118.16303304   34.02348457]
2349,[-118.15152793   34.0214213 ]
2350,[-118.15936527   34.0152889 ]
2351,[-118.13716287   34.01814779]
2352,[-118.1428702   34.0143449]
2353,[-118.13122164   34.01156202]
2354,[-118.20530739   34.00636026]
2355,[-118.24325747   33.98511371]
2356,[-118.25010845   33.98597294]
2357,[-118.25168785   33.97943303]
2358,[-118.24510158   33.97998616]
2359,[-118.24094738   33.97690138]
2360,[-118.20436109   33.99292826]
2361,[-118.21489064   33.96842539]
2362,[-118.22119209   33.97082747]
2363,[-118.22461981   33.96855353]
