MOVEMENT_ID,mean_coordinate
813,[-118.470175     34.23372583]
814,[-118.46986529   34.23075943]
815,[-118.46947617   34.22477983]
816,[-118.4609667   34.2335146]
817,[-118.46182883   34.22958322]
818,[-118.46107895   34.22569557]
819,[-118.4159095   34.2321631]
820,[-118.42854056   34.24535404]
821,[-118.44029867   34.24696933]
822,[-118.44286543   34.25871757]
823,[-118.45194509   34.24765639]
824,[-118.45463675   34.23936492]
825,[-118.45135167   34.23345033]
826,[-118.444817     34.23782971]
827,[-118.44604186   34.24030914]
828,[-118.43707667   34.23803778]
829,[-118.42615832   34.218958  ]
830,[-118.43004546   34.23472577]
831,[-118.44180839   34.22937199]
832,[-118.46383072   34.21829372]
833,[-118.4536493    34.21588726]
834,[-118.45002073   34.21467213]
835,[-118.45108752   34.2277841 ]
836,[-118.44894102   34.22584518]
837,[-118.44542204   34.23028884]
838,[-118.45743038   34.22354775]
839,[-118.4576966   34.2267498]
840,[-118.45737788   34.23124494]
841,[-118.43753439   34.21540468]
842,[-118.43393001   34.21826572]
843,[-118.40739181   34.22818053]
844,[-118.40361357   34.20948552]
845,[-118.36653713   34.22304028]
846,[-118.3749014    34.24282202]
847,[-118.40573957   34.23690809]
848,[-118.39397897   34.22835683]
849,[-118.39111455   34.22967868]
850,[-118.41017655   34.20791552]
851,[-118.39152529   34.21208986]
852,[-118.39083356   34.22177413]
853,[-118.38111409   34.22407463]
854,[-118.41488397   34.21978607]
855,[-118.3715823   34.2118099]
856,[-118.37117667   34.21399456]
857,[-118.37140674   34.22227744]
858,[-118.35706036   34.21590764]
859,[-118.393559     34.20316267]
860,[-118.38159067   34.20368656]
861,[-118.37419611   34.20142322]
862,[-118.36376308   34.20245717]
863,[-118.363046     34.18892446]
864,[-118.36229987   34.18444065]
865,[-118.39165078   34.19573367]
866,[-118.39360183   34.19302783]
867,[-118.38169757   34.19326971]
868,[-118.37374443   34.19276071]
869,[-118.40209876   34.20181398]
870,[-118.41009133   34.19473394]
871,[-118.40539692   34.19501873]
872,[-118.42233917   34.196868  ]
873,[-118.41811857   34.19296979]
874,[-118.42586475   34.19623213]
875,[-118.422893     34.19013644]
876,[-118.41615128   34.17419568]
877,[-118.42639867   34.178865  ]
878,[-118.4078091   34.1847748]
879,[-118.40102974   34.18511133]
880,[-118.39727636   34.18415344]
881,[-118.39439712   34.17910847]
882,[-118.40669028   34.16140412]
883,[-118.38193983   34.17482217]
884,[-118.38172555   34.18800464]
885,[-118.3818826   34.1855893]
886,[-118.38194933   34.180937  ]
887,[-118.37394789   34.18491344]
888,[-118.37365      34.17708529]
889,[-118.37431612   34.1740955 ]
890,[-118.363607    34.1750726]
891,[-118.41155363   34.17417663]
892,[-118.42378389   34.17234537]
893,[-118.42666312   34.15791018]
894,[-118.41349973   34.16079242]
895,[-118.4008515    34.16951375]
896,[-118.40071413   34.16662375]
897,[-118.38993658   34.16421592]
898,[-118.38300484   34.16326947]
899,[-118.36317537   34.16805431]
900,[-118.36963624   34.16730467]
901,[-118.37301653   34.1607644 ]
902,[-118.3747267    34.15585576]
903,[-118.36523791   34.16148564]
904,[-118.36505215   34.1556954 ]
905,[-118.35465475   34.15469654]
906,[-118.44390825   34.20841056]
907,[-118.42885683   34.20540226]
908,[-118.43425359   34.20641182]
909,[-118.45524294   34.20979844]
910,[-118.45243807   34.20332373]
911,[-118.46977257   34.20960836]
912,[-118.4809547    34.20930195]
913,[-118.46807838   34.21841546]
914,[-118.47667121   34.19671229]
915,[-118.47601392   34.19872825]
916,[-118.4843755    34.18990233]
917,[-118.476184     34.18886386]
918,[-118.47127108   34.18616015]
919,[-118.47187527   34.19744153]
920,[-118.45145253   34.19954313]
921,[-118.46036667   34.1966145 ]
922,[-118.45526825   34.1919575 ]
923,[-118.45620186   34.18941543]
924,[-118.444849     34.19771611]
925,[-118.433978     34.19699862]
926,[-118.434162    34.1903015]
927,[-118.4428945    34.18941533]
928,[-118.44289017   34.18266517]
929,[-118.43420108   34.18155967]
930,[-118.45744538   34.18384737]
931,[-118.451987    34.1831962]
932,[-118.46657219   34.17894075]
933,[-118.44542583   34.16985292]
934,[-118.4371965    34.17903781]
935,[-118.43414983   34.16924633]
936,[-118.44179423   34.15654945]
937,[-118.46734757   34.1680152 ]
938,[-118.45249318   34.16867355]
939,[-118.45961452   34.15938525]
940,[-118.543068    34.2149975]
941,[-118.54173169   34.19594069]
942,[-118.50257152   34.21696364]
943,[-118.51296567   34.21149   ]
944,[-118.52242437   34.21468275]
945,[-118.53024567   34.2132875 ]
946,[-118.54835005   34.21519964]
947,[-118.55837322   34.20288289]
948,[-118.54601456   34.20310044]
949,[-118.52622609   34.20375545]
950,[-118.5091551   34.2047668]
951,[-118.51419344   34.190474  ]
952,[-118.50790756   34.19444089]
953,[-118.49383517   34.18938017]
954,[-118.49484749   34.20447386]
955,[-118.52616409   34.19778845]
956,[-118.54659469   34.19843531]
957,[-118.54616731   34.18953262]
958,[-118.5268941    34.18775923]
959,[-118.52598428   34.18469003]
960,[-118.55665375   34.19070594]
961,[-118.54543844   34.18629978]
962,[-118.5900725   34.1997542]
963,[-118.58392439   34.19973064]
964,[-118.564706     34.21366422]
965,[-118.58223023   34.21544543]
966,[-118.57413629   34.21178914]
967,[-118.58629267   34.21392552]
968,[-118.62425489   34.21436863]
969,[-118.61552481   34.20065078]
970,[-118.60840543   34.21413257]
971,[-118.60230486   34.21763357]
972,[-118.601698     34.21202888]
973,[-118.63465508   34.20231435]
974,[-118.63568514   34.21459065]
975,[-118.59822588   34.19627125]
976,[-118.59606712   34.203354  ]
977,[-118.59890836   34.20338907]
978,[-118.58007131   34.20386981]
979,[-118.566627     34.20384209]
980,[-118.57425262   34.19449376]
981,[-118.56208826   34.18887793]
982,[-118.59123892   34.19240569]
983,[-118.57786091   34.1904152 ]
984,[-118.57994863   34.18173058]
985,[-118.61787714   34.19445243]
986,[-118.60891304   34.19258067]
987,[-118.603728     34.18071383]
988,[-118.60545867   34.18671862]
989,[-118.62973058   34.189436  ]
990,[-118.63569303   34.19056662]
991,[-118.60334189   34.17595436]
992,[-118.57981584   34.17576398]
993,[-118.6101079    34.17337428]
994,[-118.63246943   34.17679811]
995,[-118.65761209   34.17777869]
996,[-118.61281342   34.15615185]
997,[-118.61745507   34.15459418]
998,[-118.57609893   34.16391411]
999,[-118.59730984   34.1604938 ]
1000,[-118.57017334   34.14872431]
1001,[-118.59018528   34.14922016]
1002,[-118.50599085   34.17399405]
1003,[-118.52706435   34.1735078 ]
1004,[-118.56310776   34.17734462]
1005,[-118.53778575   34.17525658]
1006,[-118.53298486   34.17360195]
1007,[-118.53458408   34.17115052]
1008,[-118.55339779   34.16520173]
1009,[-118.52805092   34.1627222 ]
1010,[-118.523906     34.16763733]
1011,[-118.5202414   34.1658893]
1012,[-118.51037321   34.1606126 ]
1013,[-118.49819597   34.15299099]
1014,[-118.50555945   34.13825425]
1015,[-118.53047409   34.1403227 ]
1016,[-118.54754974   34.15295609]
1017,[-118.55568974   34.1430953 ]
1018,[-118.42633029   34.15472529]
1019,[-118.43178115   34.14566001]
1020,[-118.44280417   34.15508183]
1021,[-118.44257205   34.14506001]
1022,[-118.46320865   34.15149696]
1023,[-118.45477267   34.15627547]
1024,[-118.45474238   34.14883325]
1025,[-118.47174181   34.1564921 ]
1026,[-118.48157411   34.13836505]
1027,[-118.45809121   34.13696043]
1028,[-118.43496202   34.13713668]
1029,[-118.35431432   34.14905598]
1030,[-118.37371383   34.14926787]
1031,[-118.38368467   34.1533713 ]
1032,[-118.4114788    34.15575093]
1033,[-118.40903413   34.14627335]
1034,[-118.38808415   34.14563593]
1035,[-118.37229889   34.14493298]
1036,[-118.37034873   34.14115587]
1037,[-118.35750632   34.1265147 ]
1038,[-118.37454887   34.13218426]
1039,[-118.39642051   34.12752547]
1040,[-118.41946311   34.13391466]
1041,[-118.20155169   34.14299312]
1042,[-118.22376447   34.13283964]
1043,[-118.21294823   34.13763206]
1044,[-118.19165091   34.13442213]
1045,[-118.20859038   34.12835169]
1046,[-118.18295519   34.12044833]
1047,[-118.17557141   34.11459168]
1048,[-118.16984624   34.12479305]
1049,[-118.18758255   34.11932847]
1050,[-118.19162223   34.12568916]
1051,[-118.19870271   34.12988624]
1052,[-118.19978114   34.12051467]
1053,[-118.21091525   34.1213648 ]
1054,[-118.21589986   34.12527917]
1055,[-118.20460223   34.11617483]
1056,[-118.20256427   34.11169307]
1057,[-118.1943195    34.11402644]
1058,[-118.18893304   34.11539226]
1059,[-118.1849126    34.11070701]
1060,[-118.18416717   34.10699517]
1061,[-118.19625018   34.10660871]
1062,[-118.19758195   34.10379464]
1063,[-118.2136713    34.10662793]
1064,[-118.21986603   34.09590322]
1065,[-118.22992093   34.10141625]
1066,[-118.22383592   34.10230501]
1067,[-118.22107774   34.09076524]
1068,[-118.22495435   34.08712613]
1069,[-118.22735769   34.12860571]
1070,[-118.2180169    34.12053225]
1071,[-118.22386873   34.11970086]
1072,[-118.21636177   34.11481866]
1073,[-118.23766835   34.12170862]
1074,[-118.22680134   34.11311474]
1075,[-118.24421565   34.1182389 ]
1076,[-118.23968268   34.11175802]
1077,[-118.2355109    34.10539223]
1078,[-118.260607     34.11482022]
1079,[-118.24025343   34.10097797]
1080,[-118.24775327   34.10236073]
1081,[-118.25769245   34.1017872 ]
1082,[-118.27139194   34.13476616]
1083,[-118.27493933   34.11197446]
1084,[-118.27775653   34.11602444]
1085,[-118.26333093   34.12159081]
1086,[-118.28765478   34.10456256]
1087,[-118.29025242   34.1140574 ]
1088,[-118.29387691   34.10342355]
1089,[-118.29750236   34.11332882]
1090,[-118.30401402   34.11270661]
1091,[-118.32207823   34.12109357]
1092,[-118.32068002   34.11161245]
1093,[-118.32827469   34.11369108]
1094,[-118.33061403   34.12341314]
1095,[-118.34316246   34.11585406]
1096,[-118.36301302   34.09976045]
1097,[-118.34690286   34.09592743]
1098,[-118.347045     34.10310273]
1099,[-118.34585843   34.09970186]
1100,[-118.3509417   34.1009097]
1101,[-118.34137107   34.10069007]
1102,[-118.33064041   34.10416976]
1103,[-118.33499296   34.10399402]
1104,[-118.31985212   34.10396042]
1105,[-118.30292918   34.10349818]
1106,[-118.30665533   34.10415867]
1107,[-118.3109394   34.0995622]
1108,[-118.303324    34.0998065]
1109,[-118.3327684   34.0981628]
1110,[-118.32373133   34.09377133]
1111,[-118.32881967   34.09345483]
1112,[-118.31200371   34.09329529]
1113,[-118.31854429   34.09338857]
1114,[-118.3211149    34.10331545]
1115,[-118.30533567   34.09571822]
1116,[-118.30410033   34.093657  ]
1117,[-118.2965617   34.0979014]
1118,[-118.29360657   34.09298929]
1119,[-118.297561     34.09318533]
1120,[-118.28368617   34.09210775]
1121,[-118.28597123   34.09562577]
1122,[-118.28695655   34.08998109]
1123,[-118.287405     34.08450614]
1124,[-118.2960189   34.0857176]
1125,[-118.30428941   34.08702594]
1126,[-118.30356527   34.08758493]
1127,[-118.31497014   34.08555393]
1128,[-118.3119       34.08803863]
1129,[-118.32607738   34.088701  ]
1130,[-118.32644522   34.08489578]
1131,[-118.34116224   34.09124129]
1132,[-118.33731064   34.08373182]
1133,[-118.34751579   34.08524929]
1134,[-118.35597762   34.0841235 ]
1135,[-118.32967563   34.07771266]
1136,[-118.31791436   34.07987664]
1137,[-118.3104568   34.0794782]
1138,[-118.30662564   34.079621  ]
1139,[-118.3025985   34.0793667]
1140,[-118.2960031   34.0818343]
1141,[-118.29487575   34.07733588]
1142,[-118.28672431   34.07814531]
1143,[-118.35469091   34.11656414]
1144,[-118.36514357   34.11873452]
1145,[-118.37757826   34.10253798]
1146,[-118.38362231   34.10259109]
1147,[-118.36361533   34.085503  ]
1148,[-118.37282549   34.08651089]
1149,[-118.37419183   34.07879297]
1150,[-118.26713946   34.09650348]
1151,[-118.28018069   34.11053549]
1152,[-118.27625102   34.10037243]
1153,[-118.28272531   34.0985555 ]
1154,[-118.27178621   34.09030709]
1155,[-118.26640984   34.08928814]
1156,[-118.26646967   34.07985008]
1157,[-118.26706559   34.07657255]
1158,[-118.26230059   34.07345032]
1159,[-118.2785112   34.0759154]
1160,[-118.27539162   34.08168585]
1161,[-118.27131123   34.07959395]
1162,[-118.28182505   34.09072389]
1163,[-118.2789205    34.08829312]
1164,[-118.2826342   34.0809468]
1165,[-118.23558713   34.09043487]
1166,[-118.25184176   34.08098441]
1167,[-118.2491931    34.09384774]
1168,[-118.25635337   34.08325532]
1169,[-118.25649903   34.0733223 ]
1170,[-118.25149804   34.0684569 ]
1171,[-118.24536181   34.06905035]
1172,[-118.21728772   34.08382591]
1173,[-118.19507152   34.08261456]
1174,[-118.19896717   34.06907663]
1175,[-118.21168395   34.0774795 ]
1176,[-118.20112479   34.08472486]
1177,[-118.19833824   34.09225057]
1178,[-118.21058435   34.08985703]
1179,[-118.22039649   34.06649771]
1180,[-118.21197933   34.07009953]
1181,[-118.21189067   34.06421729]
1182,[-118.17123806   34.09430733]
1183,[-118.16362316   34.09486659]
1184,[-118.17852038   34.08815016]
1185,[-118.18862497   34.08913302]
1186,[-118.18670066   34.09616319]
1187,[-118.18310234   34.08126524]
1188,[-118.1871579    34.06763868]
1189,[-118.16678961   34.08794012]
1190,[-118.17224876   34.08535343]
1191,[-118.1726535    34.08173497]
1192,[-118.17704453   34.0735267 ]
1193,[-118.17027865   34.07541762]
1194,[-118.17148401   34.06737852]
1195,[-118.19805981   34.05725849]
1196,[-118.19767806   34.05332148]
1197,[-118.207249    34.0585163]
1198,[-118.2208372    34.05543452]
1199,[-118.20948839   34.05323517]
1200,[-118.20050218   34.04947327]
1201,[-118.2019412   34.0463129]
1202,[-118.19461767   34.04465667]
1203,[-118.19522368   34.03299403]
1204,[-118.19966358   34.03817975]
1205,[-118.20053707   34.033296  ]
1206,[-118.203864     34.04302867]
1207,[-118.20755707   34.0387186 ]
1208,[-118.21554367   34.04557358]
1209,[-118.2112607   34.0436086]
1210,[-118.21853253   34.03550112]
1211,[-118.21423552   34.02981926]
1212,[-118.20155279   34.0291055 ]
1213,[-118.20494595   34.02411585]
1214,[-118.19502911   34.02255632]
1215,[-118.19798228   34.01751574]
1216,[-118.21411289   34.02379122]
1217,[-118.21048714   34.01739021]
1218,[-118.23344276   34.06963784]
1219,[-118.23292439   34.05760222]
1220,[-118.23218029   34.03412762]
1221,[-118.22386035   34.05027241]
1222,[-118.22114822   34.03138969]
1223,[-118.24139596   34.04780143]
1224,[-118.24256873   34.0421338 ]
1225,[-118.24437946   34.06101028]
1226,[-118.24042657   34.05909311]
1227,[-118.24067491   34.06474636]
1228,[-118.25232979   34.04399943]
1229,[-118.24732133   34.04711573]
1230,[-118.24586861   34.05658951]
1231,[-118.25278741   34.05597432]
1232,[-118.25434041   34.05412841]
1233,[-118.26419869   34.04677476]
1234,[-118.26139796   34.04028911]
1235,[-118.25524835   34.06201671]
1236,[-118.26540676   34.06161208]
1237,[-118.26307308   34.06223619]
1238,[-118.26909909   34.06322009]
1239,[-118.2647465    34.06861275]
1240,[-118.27192714   34.06889514]
1241,[-118.27435855   34.064271  ]
1242,[-118.281657     34.07232132]
1243,[-118.27811514   34.06966886]
1244,[-118.28261118   34.06609582]
1245,[-118.2805606    34.06364133]
1246,[-118.27508989   34.062218  ]
1247,[-118.27750389   34.06295489]
1248,[-118.27166418   34.05587555]
1249,[-118.27337082   34.05918927]
1250,[-118.2691782   34.0597166]
1251,[-118.26706653   34.05649471]
1252,[-118.26482159   34.05675047]
1253,[-118.26686421   34.05912084]
1254,[-118.2600515   34.0535575]
1255,[-118.26633217   34.04981775]
1256,[-118.28167178   34.05616844]
1257,[-118.27732737   34.054198  ]
1258,[-118.27322786   34.05312357]
1259,[-118.28175746   34.05313785]
1260,[-118.2763842   34.050166 ]
1261,[-118.281927     34.04873967]
1262,[-118.27829111   34.04714622]
1263,[-118.27230673   34.04546036]
1264,[-118.33091348   34.06944748]
1265,[-118.286367     34.06573632]
1266,[-118.28535165   34.07416096]
1267,[-118.28809008   34.07089146]
1268,[-118.2986425    34.07427025]
1269,[-118.29363387   34.07451362]
1270,[-118.29728738   34.07118585]
1271,[-118.29515143   34.07109036]
1272,[-118.30670767   34.07212967]
1273,[-118.30188955   34.07231118]
1274,[-118.31902182   34.07140673]
1275,[-118.31657428   34.06406167]
1276,[-118.3114042   34.0667954]
1277,[-118.3123565    34.06318119]
1278,[-118.30381725   34.06278437]
1279,[-118.30160614   34.06745086]
1280,[-118.30577367   34.06716967]
1281,[-118.29788467   34.06721183]
1282,[-118.29248667   34.067279  ]
1283,[-118.29504171   34.06700357]
1284,[-118.2939845    34.06333375]
1285,[-118.29787633   34.06309733]
1286,[-118.28721514   34.05641457]
1287,[-118.28999086   34.05917214]
1288,[-118.28535978   34.05996667]
1289,[-118.29288583   34.05940683]
1290,[-118.29822233   34.05982611]
1291,[-118.29793957   34.05587071]
1292,[-118.29325533   34.05574567]
1293,[-118.30151589   34.06003122]
1294,[-118.301264     34.05566983]
1295,[-118.305041   34.056021]
1296,[-118.30623173   34.05826291]
1297,[-118.31455771   34.05979135]
1298,[-118.3136475   34.0566485]
1299,[-118.31846212   34.05393574]
1300,[-118.32538617   34.05750461]
1301,[-118.32916238   34.05297406]
1302,[-118.3207792   34.0502612]
1303,[-118.31460771   34.05208786]
1304,[-118.30237341   34.05323759]
1305,[-118.30346843   34.04929729]
1306,[-118.29892279   34.05192358]
1307,[-118.29370687   34.04999987]
1308,[-118.288001     34.05316885]
1309,[-118.28848607   34.05049086]
1310,[-118.3482561   34.0729715]
1311,[-118.33587756   34.07438516]
1312,[-118.35639337   34.07767075]
1313,[-118.35646728   34.0702739 ]
1314,[-118.35331673   34.0686711 ]
1315,[-118.35423068   34.06768812]
1316,[-118.36515371   34.07196657]
1317,[-118.36586487   34.06533187]
1318,[-118.37408235   34.06926058]
1319,[-118.38643155   34.07393755]
1320,[-118.37894571   34.07393479]
1321,[-118.35499238   34.06306262]
1322,[-118.34541875   34.0639095 ]
1323,[-118.33932047   34.05788342]
1324,[-118.3475926   34.0559011]
1325,[-118.3614836    34.05944455]
1326,[-118.37902289   34.05734411]
1327,[-118.38037443   34.06141557]
1328,[-118.37170514   34.04786329]
1329,[-118.36965914   34.05434421]
1330,[-118.36373885   34.047887  ]
1331,[-118.3882087    34.05084417]
1332,[-118.380891     34.04789706]
1333,[-118.35494326   34.04800626]
1334,[-118.34072834   34.04844828]
1335,[-118.32786771   34.04479565]
1336,[-118.31958723   34.04482746]
1337,[-118.34192736   34.04367864]
1338,[-118.33520507   34.04504689]
1339,[-118.35506788   34.0426482 ]
1340,[-118.35896507   34.03729741]
1341,[-118.34850856   34.03667981]
1342,[-118.34205717   34.03684708]
1343,[-118.33561371   34.03741671]
1344,[-118.33423631   34.03292169]
1345,[-118.32395043   34.03640579]
1346,[-118.32421353   34.0332932 ]
1347,[-118.321589     34.02668011]
1348,[-118.3224483    34.02115157]
1349,[-118.330408     34.02459495]
1350,[-118.34050162   34.02183376]
1351,[-118.34883403   34.02884203]
1352,[-118.35410207   34.0296056 ]
1353,[-118.36012969   34.03140569]
1354,[-118.37148713   34.02949163]
1355,[-118.34005019   34.02501944]
1356,[-118.37079784   34.02430809]
1357,[-118.28670309   34.04582191]
1358,[-118.2867391   34.0415884]
1359,[-118.30103719   34.04322926]
1360,[-118.29873842   34.04345446]
1361,[-118.31169056   34.04194967]
1362,[-118.30773033   34.04558311]
1363,[-118.31515283   34.0455035 ]
1364,[-118.31255684   34.03533995]
1365,[-118.30804252   34.0379159 ]
1366,[-118.30358958   34.03485275]
1367,[-118.29559946   34.03464908]
1368,[-118.29053719   34.03813035]
1369,[-118.28634059   34.03572735]
1370,[-118.292085   34.030524]
1371,[-118.2852788   34.0304794]
1372,[-118.28712266   34.02551628]
1373,[-118.31174867   34.02791533]
1374,[-118.31324481   34.02104256]
1375,[-118.301787     34.02669325]
1376,[-118.3001918   34.03101  ]
1377,[-118.30491026   34.02296521]
1378,[-118.2963111   34.0214762]
1379,[-118.28381689   34.02001152]
1380,[-118.2689133    34.03788487]
1381,[-118.26967639   34.03277461]
1382,[-118.27568378   34.03984542]
1383,[-118.283066     34.04410723]
1384,[-118.28152762   34.04052969]
1385,[-118.27827196   34.03651468]
1386,[-118.27547604   34.03158111]
1387,[-118.27311105   34.02282168]
1388,[-118.280077   34.025107]
1389,[-118.24884405   34.02513841]
1390,[-118.24912216   34.02909784]
1391,[-118.2632614   34.0234263]
1392,[-118.255948     34.02029144]
1393,[-118.2617426    34.01777267]
1394,[-118.24524062   34.01727631]
1395,[-118.25199786   34.01559907]
1396,[-118.2419177    34.01156124]
1397,[-118.25285585   34.01045354]
1398,[-118.25106027   34.0053618 ]
1399,[-118.26138536   34.011181  ]
1400,[-118.26215338   34.00814823]
1401,[-118.268706     34.01443355]
1402,[-118.27186629   34.00722686]
1403,[-118.2690465    34.00323925]
1404,[-118.2604044   34.0030827]
1405,[-118.25441944   33.99932022]
1406,[-118.24982256   34.00087878]
1407,[-118.242565     33.99625314]
1408,[-118.24200987   33.99290325]
1409,[-118.2524969   33.9921603]
1410,[-118.2608184   33.9986762]
1411,[-118.26879045   33.99832691]
1412,[-118.26896467   33.99132056]
1413,[-118.26046478   33.99289667]
1414,[-118.2775889    34.01574573]
1415,[-118.29731467   34.01431489]
1416,[-118.28930671   34.01566424]
1417,[-118.30394731   34.01403615]
1418,[-118.31302445   34.01407009]
1419,[-118.31046462   34.00790246]
1420,[-118.300418     34.00746767]
1421,[-118.28854333   34.00687178]
1422,[-118.28403846   34.00707115]
1423,[-118.27702625   34.00680938]
1424,[-118.2786018   33.998963 ]
1425,[-118.28877213   33.99884875]
1426,[-118.28254338   33.99935025]
1427,[-118.29797782   34.00172191]
1428,[-118.2971518   33.9970184]
1429,[-118.3097634   33.9987003]
1430,[-118.30761764   33.99105832]
1431,[-118.30119476   33.99110452]
1432,[-118.2832274    33.99335887]
1433,[-118.27806262   33.99309738]
1434,[-118.32179652   34.01022162]
1435,[-118.33073046   34.01812379]
1436,[-118.33036094   34.0064268 ]
1437,[-118.32465042   33.997746  ]
1438,[-118.32870046   34.00236896]
1439,[-118.32914212   33.99221773]
1440,[-118.3295256   33.9881266]
1441,[-118.32101038   33.98000863]
1442,[-118.32793871   33.980538  ]
1443,[-118.33457446   33.98137815]
1444,[-118.35057805   33.98423462]
1445,[-118.3216741    33.97381945]
1446,[-118.33131062   33.97243367]
1447,[-118.36805117   34.01405508]
1448,[-118.34113841   34.01062715]
1449,[-118.35142253   34.01611595]
1450,[-118.34704889   34.01739378]
1451,[-118.34925273   34.01456519]
1452,[-118.35108416   34.00533058]
1453,[-118.29028868   33.98355324]
1454,[-118.28337741   33.98441659]
1455,[-118.29827233   33.98546667]
1456,[-118.30951333   33.98506419]
1457,[-118.3092458   33.9801986]
1458,[-118.29276733   33.98001833]
1459,[-118.3001535   33.9774654]
1460,[-118.28989304   33.98077792]
1461,[-118.28355589   33.98049494]
1462,[-118.28528975   33.97236125]
1463,[-118.28617687   33.969275  ]
1464,[-118.2965855    33.97093021]
1465,[-118.308998     33.97046512]
1466,[-118.3060423   33.9467607]
1467,[-118.31099773   33.96272409]
1468,[-118.29486984   33.96251753]
1469,[-118.28609043   33.966456  ]
1470,[-118.28436318   33.96196055]
1471,[-118.30835759   33.95660129]
1472,[-118.27839957   33.98410814]
1473,[-118.26552683   33.98439013]
1474,[-118.27836715   33.97935515]
1475,[-118.2710075    33.97752633]
1476,[-118.26353476   33.98044124]
1477,[-118.26187125   33.9721915 ]
1478,[-118.2617145    33.96880742]
1479,[-118.27348189   33.97251167]
1480,[-118.2739357   33.9694928]
1481,[-118.2732915    33.96580086]
1482,[-118.27442492   33.96254169]
1483,[-118.263318     33.96628562]
1484,[-118.26356092   33.96216038]
1485,[-118.26114158   33.95801404]
1486,[-118.26335287   33.95414374]
1487,[-118.27725895   33.95582384]
1488,[-118.28365675   33.95582737]
1489,[-118.28287126   33.94921252]
1490,[-118.28279123   33.94495255]
1491,[-118.27735816   33.94685284]
1492,[-118.26823367   33.94849433]
1493,[-118.25728122   33.94844804]
1494,[-118.25913744   33.93781872]
1495,[-118.26195403   33.93529603]
1496,[-118.26936671   33.92906897]
1497,[-118.25856112   33.92584029]
1498,[-118.27118427   33.93535991]
1499,[-118.27771644   33.9364945 ]
1500,[-118.28347642   33.94053333]
1501,[-118.28427826   33.931878  ]
1502,[-118.28540264   33.92655545]
1503,[-118.27633311   33.92565674]
1504,[-118.24889053   33.93929184]
1505,[-118.23215411   33.94625932]
1506,[-118.2391859    33.94896065]
1507,[-118.24565388   33.9487582 ]
1508,[-118.24859069   33.93355919]
1509,[-118.24388613   33.93540433]
1510,[-118.23266427   33.93815782]
1511,[-118.23282077   33.93175923]
1512,[-118.39921173   34.11739204]
1513,[-118.42117337   34.11914462]
1514,[-118.44169532   34.11120173]
1515,[-118.45114987   34.09918155]
1516,[-118.4665309   34.101033 ]
1517,[-118.4939218    34.10179969]
1518,[-118.48029433   34.07523063]
1519,[-118.4881527    34.07006942]
1520,[-118.50849696   34.08550643]
1521,[-118.5207341    34.04964627]
1522,[-118.55510069   34.07289098]
1523,[-118.54625915   34.04840305]
1524,[-118.5427958    34.04394076]
1525,[-118.52556865   34.03959241]
1526,[-118.50783946   34.04497323]
1527,[-118.48393128   34.05569678]
1528,[-118.46978463   34.05841856]
1529,[-118.46524369   34.05486517]
1530,[-118.46416263   34.05305068]
1531,[-118.48051692   34.0453458 ]
1532,[-118.43005519   34.07582596]
1533,[-118.43652497   34.06727692]
1534,[-118.43835622   34.06351588]
1535,[-118.44451639   34.07228988]
1536,[-118.45298142   34.06672293]
1537,[-118.45123745   34.06725137]
1538,[-118.44957679   34.06482858]
1539,[-118.4645027    34.06661104]
1540,[-118.4606569    34.07293328]
1541,[-118.44115871   34.05574643]
1542,[-118.44254735   34.05030435]
1543,[-118.43199075   34.05773209]
1544,[-118.43381564   34.0607212 ]
1545,[-118.4261563    34.06290438]
1546,[-118.42363655   34.05109409]
1547,[-118.43927752   34.04630586]
1548,[-118.44837877   34.04585623]
1549,[-118.465675    34.0417275]
1550,[-118.45590855   34.04832091]
1551,[-118.45999043   34.04426843]
1552,[-118.45690645   34.04019236]
1553,[-118.46142425   34.03704092]
1554,[-118.45259354   34.03177588]
1555,[-118.44176711   34.03772567]
1556,[-118.43416008   34.03725475]
1557,[-118.41353712   34.0593288 ]
1558,[-118.42193145   34.04740545]
1559,[-118.40409189   34.04286469]
1560,[-118.39585902   34.05229043]
1561,[-118.4091002   34.0372646]
1562,[-118.39537452   34.04383101]
1563,[-118.37836734   34.04202962]
1564,[-118.38275338   34.04380562]
1565,[-118.38400611   34.0358756 ]
1566,[-118.39640271   34.03108448]
1567,[-118.405118     34.01893307]
1568,[-118.41323748   34.03028184]
1569,[-118.40119848   34.02190215]
1570,[-118.40295253   34.02473626]
1571,[-118.40858411   34.02910248]
1572,[-118.39424665   34.02741602]
1573,[-118.37968751   34.03429713]
1574,[-118.37161782   34.04108418]
1575,[-118.42925257   34.03298961]
1576,[-118.44155397   34.03101172]
1577,[-118.44345614   34.02518716]
1578,[-118.44825694   34.00769672]
1579,[-118.43632061   34.01698956]
1580,[-118.43143021   34.01848912]
1581,[-118.41829262   34.02783331]
1582,[-118.42709121   34.02664139]
1583,[-118.41788665   34.01719142]
1584,[-118.41358281   34.01987435]
1585,[-118.42448941   34.01376059]
1586,[-118.4316183    34.01172203]
1587,[-118.44405425   34.00556311]
1588,[-118.43326085   33.99890285]
1589,[-118.4379216    33.99699767]
1590,[-118.42286639   34.00290152]
1591,[-118.425227     34.00172562]
1592,[-118.46111791   34.00506591]
1593,[-118.46897475   33.99853875]
1594,[-118.47387541   33.9963531 ]
